ЖК,Цена,Количество комнат,Количество санузлов,Общая площадь,Площадь кухни,Жилая площадь,Наличие балкона,Этаж,Высота потолков,Отделка
ЖК «Рассказово»,16 492 000,2-комн.,"1 совмещенный, 1 раздельный","58,9","15,5","27,1",Балкона нет,18/22,"3,1",Без отделки
ЖК «Рассказово»,18 549 800,2-комн.,"1 совмещенный, 1 раздельный","67,7","19,6",30,Балкона нет,20/22,"3,1",Без отделки
ЖК «Рассказово»,15 345 600,2-комн.,"1 совмещенный, 1 раздельный","55,6",11,24,Балкона нет,15/22,"3,1",Без отделки
ЖК «Рассказово»,15 012 000,2-комн.,"1 совмещенный, 1 раздельный","55,6",11,24,Балкона нет,9/22,"3,1",Без отделки
ЖК «Рассказово»,15 703 500,2-комн.,"1 совмещенный, 1 раздельный","55,1","15,2","23,3",Балкона нет,20/22,"3,1",Без отделки
ЖК «Рассказово»,16 160 400,2-комн.,"1 совмещенный, 1 раздельный","60,3","15,4","27,5",Балкона нет,12/22,"3,1",Без отделки
ЖК «Рассказово»,16 313 700,2-комн.,"1 совмещенный, 1 раздельный","61,1","11,2","30,8",Балкона нет,13/22,"3,1",Без отделки
ЖК «Рассказово»,16 275 600,2-комн.,"1 совмещенный, 1 раздельный","59,4",15,"27,1",Балкона нет,18/22,"3,1",Без отделки
ЖК «Рассказово»,17 324 000,2-комн.,"1 совмещенный, 1 раздельный",61,"11,2","30,8",Балкона нет,21/22,"3,1",Без отделки
ЖК «Рассказово»,15 785 000,2-комн.,"1 совмещенный, 1 раздельный","57,4",15,26,Балкона нет,19/22,"3,1",Без отделки
ЖК «Рассказово»,16 146 000,2-комн.,"1 совмещенный, 1 раздельный","58,5","14,3","28,4",Балкона нет,20/22,"3,1",Без отделки
ЖК «Рассказово»,14 795 000,2-комн.,"1 совмещенный, 1 раздельный",55,"10,6","23,6",Балкона нет,14/22,"3,1",Без отделки
ЖК «Рассказово»,18 033 600,2-комн.,"1 совмещенный, 1 раздельный","66,3","17,8","23,7",Балкона нет,16/22,"3,1",Без отделки
ЖК «Рассказово»,15 261 800,2-комн.,"1 совмещенный, 1 раздельный","55,7","15,1","24,3",Балкона нет,13/22,"3,1",Без отделки
ЖК «Рассказово»,16 462 800,2-комн.,"1 совмещенный, 1 раздельный","61,2","11,2","30,8",Балкона нет,15/22,"3,1",Без отделки
ЖК «Рассказово»,15 928 500,2-комн.,"1 совмещенный, 1 раздельный","55,5",11,24,Балкона нет,17/22,"3,1",Без отделки
ЖК «Рассказово»,17 285 400,2-комн.,"1 совмещенный, 1 раздельный","59,4","15,6","26,7",Балкона нет,22/22,"3,1",Без отделки
ЖК «Рассказово»,14 904 000,2-комн.,"1 совмещенный, 1 раздельный","55,2","15,2","23,3",Балкона нет,14/22,"3,1",Неизвестно
ЖК «Рассказово»,18 224 000,2-комн.,"1 совмещенный, 1 раздельный",68,"19,6",30,Балкона нет,14/22,"3,1",Без отделки
ЖК «Рассказово»,15 152 400,2-комн.,"1 совмещенный, 1 раздельный","54,9","10,6","23,6",Балкона нет,21/22,"3,1",Без отделки
ЖК «Рассказово»,17 325 000,2-комн.,"1 совмещенный, 1 раздельный",63,"17,9","23,4",Балкона нет,19/22,"3,1",Без отделки
ЖК «Рассказово»,14 848 800,2-комн.,"1 совмещенный, 1 раздельный","55,2","15,2","23,3",Балкона нет,13/22,"3,1",Без отделки
ЖК «Рассказово»,17 569 500,2-комн.,"1 совмещенный, 1 раздельный","66,3","17,8","23,7",Балкона нет,9/22,"3,1",Без отделки
ЖК «Рассказово»,16 612 100,2-комн.,"1 совмещенный, 1 раздельный","58,7","15,5","27,1",Балкона нет,21/22,"3,1",Без отделки
ЖК «Рассказово»,17 262 000,2-комн.,"1 совмещенный, 1 раздельный",63,"17,9","23,4",Балкона нет,18/22,"3,1",Без отделки
ЖК «Рассказово»,15 302 800,2-комн.,"1 совмещенный, 1 раздельный","57,1",15,26,Балкона нет,12/22,"3,1",Неизвестно
ЖК «Рассказово»,15 315 300,2-комн.,"1 совмещенный, 1 раздельный","56,1","15,1","24,3",Балкона нет,12/22,"3,1",Без отделки
ЖК «Рассказово»,16 012 800,2-комн.,"1 совмещенный, 1 раздельный","57,6","15,5","26,2",Балкона нет,14/22,"3,1",Без отделки
ЖК «Рассказово»,15 456 600,2-комн.,"1 совмещенный, 1 раздельный","55,8","15,1","24,3",Балкона нет,16/22,"3,1",Без отделки
ЖК «Рассказово»,15 925 200,2-комн.,"1 совмещенный, 1 раздельный","57,7","15,5","26,2",Балкона нет,12/22,"3,1",Без отделки
ЖК «Рассказово»,18 279 000,2-комн.,"1 совмещенный, 1 раздельный","67,7","19,6",30,Балкона нет,16/22,"3,1",Без отделки
ЖК «Рассказово»,16 609 800,2-комн.,"1 совмещенный, 1 раздельный","58,9","15,5","27,1",Балкона нет,20/22,"3,1",Без отделки
ЖК «Рассказово»,14 960 000,2-комн.,"1 совмещенный, 1 раздельный",55,"15,2","23,3",Балкона нет,16/22,"3,1",Без отделки
ЖК «Рассказово»,17 993 500,2-комн.,"1 совмещенный, 1 раздельный","67,9","19,6",30,Балкона нет,11/22,"3,1",Без отделки
ЖК «Рассказово»,15 646 200,2-комн.,"1 совмещенный, 1 раздельный","58,6","14,3","28,4",Балкона нет,11/22,"3,1",Неизвестно
ЖК «Рассказово»,16 582 500,2-комн.,"1 совмещенный, 1 раздельный","60,3","15,4","27,5",Балкона нет,19/22,"3,1",Без отделки
ЖК «Рассказово»,17 332 800,2-комн.,"1 совмещенный, 1 раздельный","62,8","17,9","23,4",Балкона нет,20/22,"3,1",Без отделки
ЖК «Рассказово»,17 989 400,2-комн.,"1 совмещенный, 1 раздельный","62,9","17,9","23,4",Балкона нет,21/22,"3,1",Без отделки
ЖК «Рассказово»,17 071 600,2-комн.,"1 совмещенный, 1 раздельный","63,7","12,8","34,6",Балкона нет,13/22,"3,1",Без отделки
ЖК «Рассказово»,16 598 400,2-комн.,"1 совмещенный, 1 раздельный","60,8","11,2","30,8",Балкона нет,19/22,"3,1",Без отделки
ЖК «Рассказово»,16 659 200,2-комн.,"1 совмещенный, 1 раздельный","60,8","11,2","30,8",Балкона нет,20/22,"3,1",Без отделки
ЖК «Рассказово»,15 207 000,2-комн.,"1 совмещенный, 1 раздельный","55,5",11,24,Балкона нет,13/22,"3,1",Без отделки
ЖК «Рассказово»,16 544 700,2-комн.,"1 совмещенный, 1 раздельный","59,3","15,6","26,7",Балкона нет,19/22,"3,1",Без отделки
ЖК «Рассказово»,16 422 600,2-комн.,"1 совмещенный, 1 раздельный","60,6","11,2","30,8",Балкона нет,17/22,"3,1",Без отделки
ЖК «Рассказово»,15 814 800,2-комн.,"1 совмещенный, 1 раздельный","57,3",15,26,Балкона нет,20/22,"3,1",Без отделки
ЖК «Рассказово»,16 302 000,2-комн.,"1 совмещенный, 1 раздельный",57,15,26,Балкона нет,21/22,"3,1",Без отделки
ЖК «Рассказово»,16 100 000,2-комн.,"1 совмещенный, 1 раздельный","57,5","15,5","26,2",Балкона нет,16/22,"3,1",Без отделки
ЖК «Рассказово»,18 090 800,2-комн.,"1 совмещенный, 1 раздельный","63,7","12,8","34,6",Балкона нет,20/22,"3,1",Без отделки
ЖК «Рассказово»,15 799 300,2-комн.,"1 совмещенный, 1 раздельный","58,3","16,3","27,9",Балкона нет,9/22,"3,1",Без отделки
ЖК «Рассказово»,15 325 800,2-комн.,"1 совмещенный, 1 раздельный","57,4",15,26,Балкона нет,11/22,"3,1",Без отделки
ЖК «Рассказово»,16 615 200,2-комн.,"1 совмещенный, 1 раздельный","60,2","15,4","27,5",Балкона нет,20/22,"3,1",Без отделки
ЖК «Рассказово»,15 318 000,2-комн.,"1 совмещенный, 1 раздельный","55,5","15,7","23,9",Балкона нет,20/22,"3,1",Без отделки
ЖК «Рассказово»,17 135 300,2-комн.,"1 совмещенный, 1 раздельный","63,7","12,8","34,6",Балкона нет,14/22,"3,1",Без отделки
ЖК «Рассказово»,16 640 400,2-комн.,"1 совмещенный, 1 раздельный","58,8","14,5","27,3",Балкона нет,21/22,"3,1",Без отделки
ЖК «Рассказово»,16 988 000,2-комн.,"1 совмещенный, 1 раздельный",62,"12,4","31,7",Балкона нет,12/22,"3,1",Без отделки
ЖК «Рассказово»,18 961 800,2-комн.,"1 совмещенный, 1 раздельный","66,3","17,8","23,7",Балкона нет,21/22,"3,1",Без отделки
ЖК «Рассказово»,18 298 800,2-комн.,"1 совмещенный, 1 раздельный","66,3","17,8","23,7",Балкона нет,20/22,"3,1",Без отделки
ЖК «Рассказово»,16 522 200,2-комн.,"1 совмещенный, 1 раздельный","60,3","15,4","27,5",Балкона нет,18/22,"3,1",Без отделки
ЖК «Рассказово»,17 635 800,2-комн.,"1 совмещенный, 1 раздельный","66,3","17,8","23,7",Балкона нет,10/22,"3,1",Без отделки
ЖК «Клубный дом Full House»,39 978 400,2-комн.,"1 совмещенный, 1 раздельный","82,6",17,"34,9",Балкона нет,2/25,"3,1",Без отделки
ЖК «Клубный дом Full House»,37 583 000,2-комн.,"1 совмещенный, 1 раздельный","76,7","18,8","42,3",Балкона нет,3/25,"3,1",Без отделки
ЖК «Клубный дом Full House»,40 721 600,2-комн.,"1 совмещенный, 1 раздельный","82,1",17,"34,9",Балкона нет,6/25,"3,1",Без отделки
ЖК «Клубный дом Full House»,55 950 400,2-комн.,"1 совмещенный, 1 раздельный","115,6","18,7","62,7",Балкона нет,2/25,"3,1",Без отделки
ЖК «Клубный дом Full House»,41 025 600,2-комн.,"1 совмещенный, 1 раздельный","81,4",17,"34,9",Балкона нет,10/25,"3,1",Без отделки
ЖК «Клубный дом Full House»,41 788 200,2-комн.,2 совмещенных,"81,3",17,"34,9",Балкона нет,15/25,"3,1",Без отделки
ЖК «Клубный дом Full House»,40 913 000,2-комн.,2 совмещенных,"81,5",17,"34,9",Балкона нет,9/25,"3,1",Без отделки
ЖК «Клубный дом Full House»,44 281 400,2-комн.,2 совмещенных,"81,7",17,"34,9",Балкона нет,22/25,"3,1",Без отделки
ЖК «Клубный дом Full House»,37 884 000,2-комн.,"1 совмещенный, 1 раздельный",77,"18,8","40,4",Балкона нет,4/25,"3,1",Без отделки
ЖК «Клубный дом Full House»,37 632 000,2-комн.,"1 совмещенный, 1 раздельный","76,8","16,1","41,4",Балкона нет,3/25,"3,1",Без отделки
ЖК «Клубный дом Full House»,39 591 000,2-комн.,"1 совмещенный, 1 раздельный","79,5","18,5","39,1",Балкона нет,7/25,"3,1",Без отделки
ЖК «Клубный дом Full House»,39 591 000,2-комн.,"1 совмещенный, 1 раздельный","79,5","18,5","39,1",Балкона нет,7/25,"3,1",Без отделки
ЖК «Клубный дом Full House»,39 578 000,2-комн.,"1 совмещенный, 1 раздельный",77,"18,8","40,4",Балкона нет,15/25,"3,1",Без отделки
ЖК «Клубный дом Full House»,38 671 600,2-комн.,"1 совмещенный, 1 раздельный","79,9","17,3","39,6",Балкона нет,2/25,"3,1",Без отделки
ЖК «Клубный дом Full House»,41 565 000,2-комн.,"1 совмещенный, 1 раздельный","81,5",17,"34,9",Балкона нет,13/25,"3,1",Без отделки
ЖК «Клубный дом Full House»,44 553 600,2-комн.,"1 совмещенный, 1 раздельный","81,6","17,2","35,1",Балкона нет,23/25,"3,1",Без отделки
ЖК «Клубный дом Full House»,40 487 400,2-комн.,2 совмещенных,"81,3",17,"34,9",Балкона нет,7/25,"3,1",Без отделки
ЖК «Клубный дом Full House»,51 884 800,2-комн.,"1 совмещенный, 1 раздельный","107,2",18,"61,8",Балкона нет,2/25,"3,1",Без отделки
ЖК «Клубный дом Full House»,44 008 400,2-комн.,"1 совмещенный, 1 раздельный","81,8","17,2","35,1",Балкона нет,21/25,"3,1",Без отделки
ЖК «Клубный дом Full House»,45 864 000,2-комн.,2 совмещенных,"81,9",17,"34,9",Балкона нет,25/25,"3,1",Без отделки
ЖК «Клубный дом Full House»,38 430 000,2-комн.,"1 совмещенный, 1 раздельный","73,2","17,1","38,4",Балкона нет,18/25,"3,1",
ЖК «Клубный дом Full House»,40 458 600,2-комн.,2 совмещенных,"81,9",17,"34,9",Балкона нет,5/25,"3,1",Без отделки
ЖК «Клубный дом Full House»,41 300 400,2-комн.,2 совмещенных,"81,3",17,"34,9",Балкона нет,12/25,"3,1",Без отделки
ЖК «Клубный дом Full House»,41 847 600,2-комн.,"1 совмещенный, 1 раздельный","81,1",17,"34,9",Балкона нет,16/25,"3,1",Без отделки
ЖК «Клубный дом Full House»,43 325 100,2-комн.,"1 совмещенный, 1 раздельный","81,9",17,"34,9",Балкона нет,19/25,"3,1",Без отделки
ЖК «Клубный дом Full House»,41 580 000,2-комн.,"1 совмещенный, 1 раздельный","79,2","16,3","33,2",Балкона нет,18/25,"3,1",Без отделки
ЖК «Клубный дом Full House»,45 343 500,2-комн.,2 совмещенных,"81,7",17,"34,9",Балкона нет,24/25,"3,1",Без отделки
ЖК «LIFE Варшавская»,44 139 060,3-комн.,,105,14,63,Балкона нет,6/11,"2,97",Чистовая
ЖК «LIFE Варшавская»,21 942 786,1-комн.,,46,8,27,Балкона нет,3/12,"2,97",Чистовая
ЖК «Береговой»,45 616 028,3-комн.,,"111,6",,,Балкона нет,2/29,3,Предчистовая
ЖК «Настоящее»,41 045 209,3-комн.,2 совмещенных,"76,4","21,9","32,8",Балкона нет,15/28,"3,4",Без отделки
ЖК «Настоящее»,52 789 728,4-комн.,"2 совмещенных, 1 раздельный","105,4","19,4",58,Балкона нет,8/28,"3,12",Без отделки
ЖК «Настоящее»,41 762 244,3-комн.,2 совмещенных,"64,1","23,2","27,8",Балкона нет,26/28,"3,12",
ЖК «Настоящее»,20 970 003,,1 совмещенный,"35,1",6,"16,3",Балкона нет,7/28,"3,12",Без отделки
ЖК «Настоящее»,49 349 709,4-комн.,2 совмещенных,"97,1","19,2","52,1",Балкона нет,12/28,"3,12",
ЖК «Настоящее»,51 169 810,4-комн.,"2 совмещенных, 1 раздельный",93,"21,8","43,6",Балкона нет,5/28,"3,12",Без отделки
ЖК «Настоящее»,51 710 250,4-комн.,"2 совмещенных, 1 раздельный","102,7","19,4","53,9",Балкона нет,4/28,"3,12",Без отделки
ЖК «Настоящее»,54 859 451,4-комн.,"2 совмещенных, 1 раздельный",93,"21,8","43,6",Балкона нет,8/28,"3,12",
ЖК «Настоящее»,55 532 045,4-комн.,"2 совмещенных, 1 раздельный","102,9","19,4","53,9",Балкона нет,15/28,"3,4",Без отделки
ЖК «Настоящее»,50 547 391,4-комн.,2 совмещенных,"96,9","19,2","52,1",Балкона нет,14/28,"3,12",
ЖК «FORST (Форст)»,90 259 520,4-комн.,3 совмещенных,"135,2","20,8","70,3",Балкона нет,20/20,"2,85",Без отделки
ЖК «FORST (Форст)»,90 558 000,4-комн.,2 совмещенных,"140,4","22,4","73,1",Балкона нет,20/20,"2,85",Без отделки
ЖК «Рихард»,54 691 872,3-комн.,,"103,2",,,Балкона нет,12/26,"4,5",
ЖК «ЗИЛАРТ»,50 591 786,4-комн.,1 раздельный,"114,8","7,7",76,Балкона нет,29/40,"3,15",Без отделки
ЖК «ЗИЛАРТ»,74 373 945,1-комн.,1 совмещенный,"172,7","72,1","37,9",Балкона нет,40/40,"3,15",Без отделки
ЖК «ЗИЛАРТ»,68 012 943,5-комн.,"1 совмещенный, 1 раздельный","138,4","33,5","70,3",Балкона нет,3/15,"3,15",Без отделки
ЖК «ЗИЛАРТ»,36 355 584,,1 раздельный,"76,8","24,8","20,3",Балкона нет,39/40,"3,15",Без отделки
ЖК «ЗИЛАРТ»,50 950 243,4-комн.,1 раздельный,"114,6","7,6","75,7",Балкона нет,33/40,"3,15",Без отделки
ЖК «ЗИЛАРТ»,50 727 393,4-комн.,1 раздельный,"114,5","7,6","75,6",Балкона нет,31/40,"3,15",Без отделки
ЖК «ЗИЛАРТ»,50 860 855,4-комн.,1 раздельный,"114,6","7,6","75,7",Балкона нет,34/40,"3,15",
ЖК «ЗИЛАРТ»,62 309 906,4-комн.,1 раздельный,"113,9","7,6","75,8",Балкона нет,38/40,"3,15",Без отделки
ЖК «ЗИЛАРТ»,32 006 572,,1 раздельный,"67,6","46,4","10,3",Балкона нет,39/40,"3,15",Без отделки
ЖК «Green park (Грин парк)»,13 711 669,,1 совмещенный,"23,9","5,5","10,3",Балкона нет,14/22,"2,83",
ЖК «Green park (Грин парк)»,22 942 292,1-комн.,2 совмещенных,"59,7","20,1","15,5",Балкона нет,2/22,"2,83",
ЖК «Green park (Грин парк)»,44 015 509,4-комн.,2 совмещенных,"125,8","23,2","70,3",Балкона нет,2/22,"2,83",Чистовая
